Raman_Shift,Feature Importance
994.108,1.083581248
994.948,1.437069258
995.788,1.613813263
996.628,1.295674054
997.467,0.730093238
998.307,1.083581248
999.146,1.083581248
999.985,3.805438923
1000.82,2.60357969
1001.66,4.441717341
1002.5,1.967301272
1003.34,3.027765302
1004.18,-0.330370791
1005.02,2.426835685
1005.85,0.341256427
1006.69,0.376605228
1007.53,1.224976452
1008.37,0.730093238
1009.2,0.05846602
1010.04,0.05846602
1010.88,0.730093238
1011.71,0.199861223
1012.55,0.199861223
1013.39,0.023117219
1014.22,-0.118277985
1015.06,0.05846602
1015.89,-0.436417194
1016.73,-0.29502199
1017.56,-0.153626786
1018.4,-0.259673189
1019.23,-0.224324388
1020.07,-0.401068393
1020.9,-0.825254005
1021.74,-0.825254005
1022.57,-0.64851
1023.41,-0.754556403
1024.24,-0.047580383
1025.07,-0.188975587
1025.91,-0.224324388
1026.74,0.129163621
1027.57,0.836139641
1028.41,0.023117219
1029.24,0.093814821
1030.07,-0.330370791
1030.9,0.093814821
1031.74,-0.259673189
1032.57,-0.118277985
1033.4,-0.118277985
1034.23,0.235210024
1035.06,-0.012231582
1035.89,0.164512422
1036.72,-0.471765995
1037.56,-0.224324388
1038.39,-0.047580383
1039.22,-0.047580383
1040.05,0.093814821
1040.88,-0.082929184
1041.71,0.093814821
1042.54,0.164512422
1043.37,0.235210024
1044.2,0.093814821
1045.03,0.05846602
1045.86,-0.012231582
1046.69,-0.012231582
1047.51,-0.118277985
1048.34,-0.29502199
1049.17,-0.365719592
1050,-0.188975587
1050.83,-0.188975587
1051.66,-0.118277985
1052.48,-0.082929184
1053.31,-0.082929184
1054.14,-0.118277985
1054.96,-0.012231582
1055.79,-0.012231582
1056.62,-0.082929184
1057.45,-0.082929184
1058.27,-0.118277985
1059.1,-0.047580383
1059.93,-0.188975587
1060.75,-0.153626786
1061.58,-0.082929184
1062.4,-0.082929184
1063.23,-0.153626786
1064.05,-0.047580383
1064.88,-0.082929184
1065.7,-0.153626786
1066.53,-0.188975587
1067.35,-0.188975587
1068.18,-0.188975587
1069,-0.153626786
1069.82,-0.188975587
1070.65,-0.188975587
1071.47,-0.118277985
1072.3,-0.188975587
1073.12,-0.153626786
1073.94,-0.012231582
1074.77,-0.153626786
1075.59,-0.118277985
1076.41,-0.188975587
1077.23,-0.188975587
1078.06,-0.188975587
1078.88,-0.082929184
1079.7,-0.188975587
1080.52,-0.118277985
1081.34,-0.118277985
1082.17,-0.188975587
1082.99,-0.29502199
1083.81,-0.118277985
1084.63,0.023117219
1085.45,-0.153626786
1086.27,-0.153626786
1087.09,-0.118277985
1087.91,-0.082929184
1088.73,-0.118277985
1089.55,-0.118277985
1090.37,-0.153626786
1091.19,-0.188975587
1092.01,-0.188975587
1092.83,-0.118277985
1093.65,-0.012231582
1094.46,0.164512422
1095.28,-0.153626786
1096.1,-0.224324388
1096.92,-0.118277985
1097.74,-0.188975587
1098.56,-0.082929184
1099.37,-0.259673189
1100.19,-0.082929184
1101.01,0.05846602
1101.83,-0.082929184
1102.64,0.05846602
1103.46,0.341256427
1104.28,0.05846602
1105.09,-0.577812398
1105.91,-0.082929184
1106.73,0.235210024
1107.54,-0.082929184
1108.36,-0.577812398
1109.17,-0.29502199
1109.99,0.376605228
1110.8,-0.259673189
1111.62,-0.754556403
1112.43,-0.365719592
1113.25,0.129163621
1114.06,-0.507114796
1114.88,-1.249439617
1115.69,-0.895951607
1116.51,0.376605228
1117.32,-0.29502199
1118.13,0.518000432
1118.95,-0.754556403
1119.76,1.543115661
1120.57,0.093814821
1121.39,0.023117219
1122.2,-0.436417194
1123.01,1.790557268
1123.82,-0.64851
1124.64,0.482651631
1125.45,-0.577812398
1126.26,15.01100883
1127.07,0.694744437
1127.89,22.71704745
1128.7,0.80079084
1129.51,12.99612718
1130.32,2.25009168
1131.13,7.092877414
1131.94,4.477066142
1132.75,2.60357969
1133.56,2.886370098
1134.37,2.709626093
1135.18,3.345904511
1135.99,4.017531729
1136.8,2.780323695
1137.61,2.815672496
1138.42,2.391486884
1139.23,3.31055571
1140.04,2.60357969
1140.85,2.179394078
1141.66,1.684510865
1142.47,1.649162064
1143.28,1.083581248
1144.08,0.977534845
1144.89,-0.118277985
1145.7,1.331022855
1146.51,-0.082929184
1147.31,0.199861223
1148.12,-0.330370791
1148.93,1.083581248
1149.74,-0.29502199
1150.54,-1.143393214
1151.35,-0.259673189
1152.16,-0.507114796
1152.96,-0.012231582
1153.77,-1.284788418
1154.57,0.129163621
1155.38,0.05846602
1156.19,-0.507114796
1156.99,-1.00199801
1157.8,0.305907626
1158.6,0.80079084
1159.41,0.624046835
1160.21,-0.719207602
1161.02,0.023117219
1161.82,0.553349233
1162.63,0.730093238
1163.43,0.023117219
1164.23,0.023117219
1165.04,2.179394078
1165.84,1.790557268
1166.65,2.462184486
1167.45,1.543115661
1168.25,1.578464462
1169.05,1.578464462
1169.86,1.861254869
1170.66,1.50776686
1171.46,1.189627651
1172.27,0.977534845
1173.07,0.341256427
1173.87,0.588698034
1174.67,1.189627651
1175.47,1.331022855
1176.27,1.755208467
1177.07,1.224976452
1177.88,1.861254869
1178.68,0.164512422
1179.48,-0.542463597
1180.28,-0.330370791
1181.08,0.05846602
1181.88,-0.118277985
1182.68,0.023117219
1183.48,-0.259673189
1184.28,-0.577812398
1185.08,-0.259673189
1185.88,-0.259673189
1186.68,0.305907626
1187.48,-0.188975587
1188.28,-0.012231582
1189.07,-0.153626786
1189.87,-0.436417194
1190.67,-0.507114796
1191.47,-0.012231582
1192.27,-0.153626786
1193.06,-0.224324388
1193.86,-0.330370791
1194.66,-0.012231582
1195.46,-0.224324388
1196.26,-0.082929184
1197.05,-0.118277985
1197.85,0.129163621
1198.65,-0.224324388
1199.44,-0.012231582
1200.24,-0.082929184
1201.04,-0.047580383
1201.83,-0.224324388
1202.63,-0.082929184
1203.42,-0.224324388
1204.22,-0.153626786
1205.01,-0.012231582
1205.81,0.093814821
1206.6,0.093814821
1207.4,0.05846602
1208.19,-0.012231582
1208.99,-0.153626786
1209.78,0.341256427
1210.58,0.129163621
1211.37,-0.118277985
1212.17,-0.118277985
1212.96,0.199861223
1213.75,0.023117219
1214.55,-0.012231582
1215.34,0.05846602
1216.13,0.341256427
1216.93,0.023117219
1217.72,0.05846602
1218.51,0.305907626
1219.3,0.44730283
1220.1,0.341256427
1220.89,0.411954029
1221.68,0.270558825
1222.47,-0.047580383
1223.26,0.305907626
1224.06,0.305907626
1224.85,0.05846602
1225.64,0.023117219
1226.43,-0.012231582
1227.22,0.164512422
1228.01,-0.188975587
1228.8,0.199861223
1229.59,-0.047580383
1230.38,-0.047580383
1231.17,-0.29502199
1231.96,-0.012231582
1232.75,-0.082929184
1233.54,0.164512422
1234.33,0.694744437
1235.12,0.906837243
1235.91,0.44730283
1236.69,-0.188975587
1237.48,0.341256427
1238.27,1.331022855
1239.06,-0.082929184
1239.85,-0.188975587
1240.64,-0.29502199
1241.43,0.518000432
1242.21,-0.224324388
1243,0.164512422
1243.79,-0.118277985
1244.57,1.189627651
1245.36,0.023117219
1246.15,-0.224324388
1246.94,-0.118277985
1247.72,0.199861223
1248.51,-0.118277985
1249.29,-0.224324388
1250.08,-0.224324388
1250.87,0.411954029
1251.65,-0.082929184
1252.44,-0.365719592
1253.22,-0.64851
1254.01,0.624046835
1254.79,-0.153626786
1255.58,-0.613161199
1256.36,-0.153626786
1257.15,-0.082929184
1257.93,-0.153626786
1258.71,-0.542463597
1259.5,-0.118277985
1260.28,0.05846602
1261.07,-0.118277985
1261.85,-0.401068393
1262.63,0.05846602
1263.42,0.05846602
1264.2,0.129163621
1264.98,-0.224324388
1265.77,-0.082929184
1266.55,-0.224324388
1267.33,-0.082929184
1268.11,-0.047580383
1268.9,-0.188975587
1269.68,-0.401068393
1270.46,-0.188975587
1271.24,-0.224324388
1272.02,-0.188975587
1272.8,-0.471765995
1273.58,-0.082929184
1274.36,-0.082929184
1275.15,-0.330370791
1275.93,-0.047580383
1276.71,-0.082929184
1277.49,-0.082929184
1278.27,1.083581248
1279.05,0.411954029
1279.83,0.376605228
1280.61,-0.118277985
1281.39,0.235210024
1282.17,-0.330370791
1282.94,0.093814821
1283.72,0.305907626
1284.5,-0.082929184
1285.28,-0.259673189
1286.06,-0.047580383
1286.84,-0.330370791
1287.62,-0.365719592
1288.4,-0.188975587
1289.17,-0.613161199
1289.95,-0.082929184
1290.73,-0.188975587
1291.51,1.295674054
1292.28,-0.507114796
1293.06,-0.259673189
1293.84,0.44730283
1294.61,2.179394078
1295.39,0.270558825
1296.17,-1.461532423
1296.94,-1.037346811
1297.72,-0.789905204
1298.49,-1.602927627
1299.27,-2.133159641
1300.05,-2.027113238
1300.82,-2.345252447
1301.6,-1.602927627
1302.37,-2.274554845
1303.15,-0.754556403
1303.92,-0.825254005
1304.7,-0.542463597
1305.47,-1.143393214
1306.25,-0.047580383
1307.02,-0.082929184
1307.8,0.270558825
1308.57,-1.108044413
1309.34,1.861254869
1310.12,1.083581248
1310.89,0.588698034
1311.66,-0.471765995
1312.44,1.083581248
1313.21,0.482651631
1313.98,0.235210024
1314.75,-0.153626786
1315.53,1.931952471
1316.3,1.189627651
1317.07,0.341256427
1317.84,-0.153626786
1318.61,1.331022855
1319.39,0.694744437
1320.16,-0.330370791
1320.93,-0.860602806
1321.7,-0.224324388
1322.47,0.482651631
1323.24,-0.224324388
1324.01,-0.047580383
1324.78,0.235210024
1325.55,0.518000432
1326.32,-1.249439617
1327.09,-1.214090816
1327.86,-1.214090816
1328.63,-0.188975587
1329.4,-1.426183622
1330.17,-1.037346811
1330.94,-1.00199801
1331.71,0.44730283
1332.48,-0.860602806
1333.25,-1.108044413
1334.02,-1.00199801
1334.79,-0.931300408
1335.56,-0.895951607
1336.32,-1.673625228
1337.09,-0.577812398
1337.86,-0.825254005
1338.63,0.376605228
1339.39,-0.047580383
1340.16,2.780323695
1340.93,0.023117219
1341.7,0.05846602
1342.46,-0.64851
1343.23,0.235210024
1344,0.553349233
1344.76,-0.082929184
1345.53,-0.365719592
1346.3,0.376605228
1347.06,0.765442039
1347.83,-0.082929184
1348.59,-0.259673189
1349.36,0.376605228
1350.12,0.411954029
1350.89,0.023117219
1351.65,-0.507114796
1352.42,0.164512422
1353.18,0.518000432
1353.95,-0.436417194
1354.71,-0.224324388
1355.48,-0.29502199
1356.24,0.270558825
1357.01,-0.29502199
1357.77,-0.224324388
1358.53,0.235210024
1359.3,0.129163621
1360.06,-0.082929184
1360.82,-0.259673189
1361.59,0.305907626
1362.35,0.942186044
1363.11,-0.047580383
1363.87,-0.224324388
1364.64,0.588698034
1365.4,1.012883646
1366.16,0.05846602
1366.92,-0.471765995
1367.68,-0.188975587
1368.45,1.118930049
1369.21,0.05846602
1369.97,-0.153626786
1370.73,-0.401068393
1371.49,0.44730283
1372.25,-0.118277985
1373.01,-0.330370791
1373.77,-0.436417194
1374.53,0.235210024
1375.29,0.023117219
1376.05,-0.118277985
1376.81,-0.047580383
1377.57,-0.047580383
1378.33,-0.259673189
1379.09,-0.047580383
1379.85,-0.012231582
1380.61,-0.153626786
1381.37,-0.082929184
1382.13,-0.330370791
1382.89,-0.188975587
1383.65,-0.188975587
1384.4,-0.29502199
1385.16,0.235210024
1385.92,-0.153626786
1386.68,-0.047580383
1387.44,0.270558825
1388.19,0.235210024
1388.95,-0.153626786
1389.71,0.199861223
1390.46,-0.153626786
1391.22,0.023117219
1391.98,-0.153626786
1392.74,-0.259673189
1393.49,-0.471765995
1394.25,-0.330370791
1395.01,-0.188975587
1395.76,-0.012231582
1396.52,-0.507114796
1397.27,-0.188975587
1398.03,-0.330370791
1398.78,-0.29502199
1399.54,-0.507114796
1400.29,-0.29502199
1401.05,-0.259673189
1401.8,-0.188975587
1402.56,-0.259673189
1403.31,-0.224324388
1404.07,-0.118277985
1404.82,-0.224324388
1405.58,-0.330370791
1406.33,-0.224324388
1407.08,-0.224324388
1407.84,-0.224324388
1408.59,-0.330370791
1409.34,-0.224324388
1410.1,-0.118277985
1410.85,-0.29502199
1411.6,-0.188975587
1412.36,-0.118277985
1413.11,-0.259673189
1413.86,0.164512422
1414.61,-0.118277985
1415.36,0.235210024
1416.12,-0.224324388
1416.87,-0.29502199
1417.62,-0.188975587
1418.37,0.164512422
1419.12,-0.188975587
1419.87,-0.153626786
1420.63,-0.224324388
1421.38,-0.082929184
1422.13,-0.153626786
1422.88,-0.012231582
1423.63,-0.330370791
1424.38,-0.259673189
1425.13,-0.29502199
1425.88,0.093814821
1426.63,-0.188975587
1427.38,-0.330370791
1428.13,-0.259673189
1428.88,0.44730283
1429.63,-0.224324388
1430.38,0.05846602
1431.12,-0.224324388
1431.87,0.588698034
1432.62,0.023117219
1433.37,0.093814821
1434.12,-0.224324388
1434.87,0.624046835
1435.61,-0.577812398
1436.36,0.023117219
1437.11,-0.365719592
1437.86,0.730093238
1438.6,-0.330370791
1439.35,-0.365719592
1440.1,-0.118277985
1440.85,0.235210024
1441.59,-0.259673189
1442.34,-0.401068393
1443.09,-0.365719592
1443.83,0.518000432
1444.58,0.411954029
1445.32,0.05846602
1446.07,-0.259673189
1446.82,0.411954029
1447.56,-0.436417194
1448.31,-0.259673189
1449.05,0.129163621
1449.8,0.411954029
1450.54,-0.330370791
1451.29,-0.259673189
1452.03,-0.507114796
1452.78,0.270558825
1453.52,-0.224324388
1454.27,0.093814821
1455.01,-0.012231582
1455.75,0.482651631
1456.5,-0.259673189
1457.24,-0.118277985
1457.98,-0.188975587
1458.73,0.588698034
1459.47,0.164512422
1460.21,0.270558825
1460.96,1.083581248
1461.7,0.906837243
1462.44,1.825906069
1463.18,2.179394078
1463.93,2.532882088
1464.67,2.144045277
1465.41,0.624046835
1466.15,0.730093238
1466.89,0.659395636
1467.64,0.836139641
1468.38,0.482651631
1469.12,0.199861223
1469.86,0.730093238
1470.6,0.765442039
1471.34,0.129163621
1472.08,0.199861223
1472.82,-0.012231582
1473.56,0.871488442
1474.3,0.05846602
1475.04,0.023117219
1475.78,-0.012231582
1476.52,0.411954029
1477.26,0.305907626
1478,0.05846602
1478.74,0.05846602
1479.48,1.012883646
1480.22,-0.224324388
1480.96,0.129163621
1481.7,0.270558825
1482.44,0.482651631
1483.17,-0.542463597
1483.91,-0.754556403
1484.65,-0.188975587
1485.39,0.341256427
1486.13,-0.153626786
1486.86,-0.188975587
1487.6,-0.436417194
1488.34,0.659395636
1489.08,-0.188975587
1489.81,-0.471765995
1490.55,-0.188975587
1491.29,0.023117219
1492.02,-0.118277985
1492.76,-0.401068393
1493.5,-0.365719592
1494.23,-0.188975587
1494.97,-0.29502199
1495.7,-0.259673189
1496.44,-0.29502199
1497.18,-0.012231582
1497.91,-0.29502199
1498.65,-0.188975587
1499.38,-0.188975587
1500.12,-0.118277985
1500.85,-0.188975587
1501.59,-0.153626786
1502.32,-0.188975587
1503.06,-0.259673189
1503.79,-0.330370791
1504.53,-0.330370791
1505.26,-0.259673189
1505.99,-0.365719592
1506.73,-0.365719592
1507.46,-0.365719592
1508.19,-0.188975587
1508.93,-0.259673189
1509.66,-0.188975587
1510.39,-0.188975587
1511.13,-0.188975587
1511.86,-0.153626786
1512.59,-0.153626786
1513.32,-0.153626786
1514.06,-0.188975587
1514.79,-0.188975587
1515.52,-0.188975587
1516.25,-0.188975587
1516.98,-0.188975587
1517.71,-0.224324388
1518.45,-0.188975587
1519.18,-0.188975587
1519.91,-0.188975587
1520.64,-0.188975587
1521.37,-0.188975587
1522.1,-0.188975587
1522.83,-0.188975587
1523.56,-0.153626786
1524.29,-0.188975587
1525.02,-0.224324388
1525.75,-0.224324388
1526.48,-0.118277985
1527.21,-0.188975587
1527.94,-0.188975587
1528.67,-0.188975587
1529.4,-0.188975587
1530.13,-0.188975587
1530.86,-0.224324388
1531.59,-0.188975587
1532.32,-0.224324388
1533.05,-0.224324388
1533.77,-0.188975587
1534.5,-0.330370791
1535.23,-0.365719592
1535.96,-0.436417194
1536.69,-0.224324388
1537.41,-0.082929184
1538.14,-0.047580383
1538.87,0.129163621
1539.59,-0.259673189
1540.32,-0.118277985
1541.05,-0.082929184
1541.78,-0.224324388
1542.5,-0.153626786
1543.23,0.023117219
1543.95,-0.012231582
1544.68,-0.082929184
1545.41,-0.012231582
1546.13,0.164512422
1546.86,0.305907626
1547.58,0.235210024
1548.31,0.05846602
1549.04,0.05846602
1549.76,0.023117219
1550.49,0.129163621
1551.21,0.305907626
1551.94,0.270558825
1552.66,-0.153626786
1553.39,0.05846602
1554.11,-0.118277985
1554.83,0.023117219
1555.56,-0.012231582
1556.28,0.093814821
1557.01,0.05846602
1557.73,0.093814821
1558.45,0.44730283
1559.18,0.376605228
1559.9,0.023117219
1560.62,0.341256427
1561.34,0.129163621
1562.07,0.129163621
1562.79,0.023117219
1563.51,-0.082929184
1564.23,0.235210024
1564.96,-0.29502199
1565.68,-0.012231582
1566.4,-0.507114796
1567.12,1.50776686
